bar_id,approach_time_1,approach_time_2,approach_time_3,approach_time_4,approach_time_5,approach_time_6,approach_time_7,approach_time_8,approach_time_9,approach_time_10,approach_cost_1,approach_cost_2,approach_cost_3,approach_cost_4,approach_cost_5,approach_cost_6,approach_cost_7,approach_cost_8,approach_cost_9,approach_cost_10,grasp_time
15,2.0573627948760986,2.1225039958953857,1.984245777130127,1.9727721214294434,1.9942069053649902,1.9925024509429932,2.0370259284973145,2.0441882610321045,2.0420937538146973,2.0494492053985596,261.53187577082906,261.53187577082906,261.53187577082906,261.53187577082906,261.53187577082906,261.53187577082906,261.53187577082906,261.53187577082906,261.53187577082906,261.53187577082906,0.003723621368408203
9,6.475590467453003,6.536538362503052,6.5688416957855225,6.602709770202637,8.278634071350098,6.657681226730347,6.723415374755859,6.708338260650635,6.765846490859985,8.128566026687622,314.2563518451577,314.2563518451577,314.2563518451577,314.2563518451577,314.2563518451577,314.2563518451577,314.2563518451577,314.2563518451577,314.2563518451577,314.2563518451577,0.005953788757324219
14,3.139033794403076,3.030346393585205,3.045461416244507,3.1117053031921387,3.0881807804107666,3.127784013748169,3.0481760501861572,3.0417864322662354,4.694426536560059,3.1829159259796143,98.98844822554223,98.98844822554223,98.98844822554223,98.98844822554223,98.98844822554223,98.98844822554223,98.98844822554223,98.98844822554223,98.98844822554223,98.98844822554223,0.009118795394897461
18,4.810263395309448,4.783908367156982,4.803757190704346,4.81219220161438,4.808844089508057,6.405068635940552,4.805366039276123,4.787437677383423,4.728258371353149,4.7955482006073,129.85892101173135,129.85892101173135,129.85892101173135,129.85892101173135,129.85892101173135,129.85892101173135,129.85892101173135,129.85892101173135,129.85892101173135,129.85892101173135,0.0077304840087890625
1,18.976632595062256,13.007152795791626,18.94583225250244,36.378867864608765,16.213268756866455,28.24076557159424,36.11411905288696,9.379677772521973,47.56979846954346,49.1555061340332,525.6519463100578,781.5695273170268,483.8482557200703,854.1509543099618,1262.0441961789393,764.931410162724,744.9473670104278,436.91667626771067,1502.021669726946,957.7059306112862,0.008863210678100586
10,4.3991007804870605,2.669619083404541,2.6097004413604736,2.5389342308044434,2.526768445968628,2.5379161834716797,2.574596881866455,2.589043378829956,2.6123085021972656,2.638056516647339,49.153789016397184,49.153789016397184,49.153789016397184,49.153789016397184,49.153789016397184,49.153789016397184,49.153789016397184,49.153789016397184,49.153789016397184,49.153789016397184,0.009847164154052734
13,7.271270751953125,19.754602193832397,11.250868558883667,19.069692134857178,13.52778148651123,26.331042051315308,9.317028999328613,6.397756099700928,5.0319859981536865,18.609692096710205,105.99982181669536,643.1105004354835,979.6960294027151,282.09199493904276,518.9019014543836,1490.3061229528973,801.6591254383258,92.11753025027205,94.47728099751286,684.8659891554382,0.013499021530151367
22,18.43179440498352,7.386699914932251,8.706241130828857,17.03370213508606,8.110992670059204,29.041840314865112,17.416622400283813,6.244627952575684,17.22702980041504,24.22160243988037,643.616784281913,235.15391656825733,221.14009936868104,512.1422662792233,267.9382851760726,273.9955000583065,510.90090795984,605.5658584228431,1628.5659547460414,963.6494608141215,0.013017892837524414
12,10.532655954360962,6.584047317504883,4.858162879943848,8.698228597640991,8.866069316864014,21.125138759613037,30.607223510742188,8.10539722442627,30.460552215576172,18.367896795272827,703.972544877686,120.0921256014829,102.40769907625047,480.76962565636734,876.6177528052064,811.0971723255905,614.3141453593283,449.38733701512507,821.7781939796154,441.74253080951394,0.013570070266723633
0,12.629046440124512,23.24517011642456,10.168976306915283,16.141294956207275,28.366498470306396,10.905076503753662,6.9057228565216064,6.285134553909302,19.416378498077393,15.686471223831177,496.53400036887433,892.156253018012,871.4340109524109,716.3634058326069,568.2486143032888,296.9398287042652,713.4468222246445,657.4057465528473,807.2966326429668,1001.7832335941969,0.013885021209716797
19,18.48047947883606,13.919419527053833,17.223965406417847,7.899404287338257,14.580527782440186,19.49166512489319,31.213419198989868,16.594322204589844,21.248332262039185,14.159462928771973,392.75960334044976,1396.8083262388225,882.8869769298918,186.2317449443582,529.8207059199776,579.7932780894552,1201.6791543358452,524.2521296557229,1123.419203564793,521.3024466114507,0.015685319900512695
20,5.053654670715332,3.4565696716308594,3.473313808441162,3.430664300918579,3.4464688301086426,3.5035266876220703,3.4638047218322754,3.4719765186309814,3.4724044799804688,5.043735504150391,93.8578416056205,93.8578416056205,93.8578416056205,93.8578416056205,93.8578416056205,93.8578416056205,93.8578416056205,93.8578416056205,93.8578416056205,93.8578416056205,0.0167999267578125
11,87.53755950927734,21.670896530151367,26.16409921646118,19.38618016242981,50.00012278556824,15.153478145599365,18.48229217529297,18.694960832595825,31.457644939422607,19.46560525894165,583.8635996238546,367.85929587942934,469.2737179680732,179.1842172084917,608.4312876584696,443.18318859532894,701.9410215177527,420.28236367348757,600.5031379943657,496.4797197569278,0.02384018898010254
21,28.779288291931152,40.0250506401062,34.53334403038025,7.0311057567596436,14.79127550125122,12.887639999389648,22.725527048110962,25.661661624908447,17.002824783325195,17.422101259231567,1108.896658395865,886.1210153561224,591.9841571126748,520.5913720812,189.11006971491452,415.50062629381665,1113.3602138161707,843.1021134232462,427.8885159805355,639.6733115382423,0.019931316375732422
4,12.905538320541382,11.952781438827515,9.485647916793823,15.707561254501343,17.721848487854004,10.91585111618042,28.7555513381958,16.890923976898193,30.111984968185425,15.103806972503662,510.0203925426648,558.2492413132156,471.368620904842,799.784386525346,446.67009327396687,524.8476727590153,1496.5519422411032,283.3955504716454,1249.4706792996094,342.59115212714755,0.020521163940429688
5,3.945159912109375,3.898092031478882,3.9143354892730713,3.9206113815307617,5.554837942123413,4.134889841079712,3.886202812194824,3.9613430500030518,3.8957927227020264,3.8658430576324463,70.62521128554054,70.62521128554054,70.62521128554054,70.62521128554054,70.62521128554054,70.62521128554054,70.62521128554054,70.62521128554054,70.62521128554054,70.62521128554054,0.0217435359954834
6,4.193528413772583,5.719592094421387,4.155528545379639,4.0886759757995605,4.102873802185059,4.091087341308594,4.067372798919678,4.043792247772217,4.021007061004639,5.830885648727417,266.7914825199065,266.7914825199065,266.7914825199065,266.7914825199065,266.7914825199065,266.7914825199065,266.7914825199065,266.7914825199065,266.7914825199065,266.7914825199065,0.024097919464111328
7,15.690813541412354,17.357301235198975,14.10271406173706,35.324381828308105,16.99439024925232,19.27712368965149,26.064095497131348,13.440956830978394,26.57487177848816,23.713003396987915,198.83582283910945,256.1029215571261,191.56893897759852,459.1967923511146,557.4943049858299,251.36772462210664,761.1708571132315,144.41188699792764,532.6515621473894,308.776504397945,inf
8,6.837780475616455,8.37132215499878,6.484354496002197,6.643002510070801,6.619824171066284,6.614387512207031,8.203334331512451,6.586954593658447,6.677192211151123,6.8588707447052,113.6518869969224,113.6518869969224,113.6518869969224,113.6518869969224,113.6518869969224,113.6518869969224,113.6518869969224,113.6518869969224,113.6518869969224,113.6518869969224,0.02578568458557129
17,7.548943758010864,5.975483655929565,5.823789834976196,5.842967510223389,5.950834035873413,7.14989447593689,5.620965957641602,5.603668212890625,5.646012544631958,5.5862133502960205,93.43814548013457,93.43814548013457,93.43814548013457,93.43814548013457,93.43814548013457,93.43814548013457,93.43814548013457,93.43814548013457,93.43814548013457,93.43814548013457,0.0259554386138916
16,5.044150352478027,3.3571975231170654,3.359269380569458,3.427323341369629,3.361590623855591,3.3909151554107666,3.3210859298706055,3.478203058242798,3.5952765941619873,3.6816647052764893,70.2437867061166,70.2437867061166,70.2437867061166,70.2437867061166,70.2437867061166,70.2437867061166,70.2437867061166,70.2437867061166,70.2437867061166,70.2437867061166,0.028733253479003906
3,14.678700685501099,12.39184045791626,55.75187301635742,35.87552738189697,22.23587703704834,36.98037362098694,67.77336716651917,24.26978898048401,12.767455339431763,12.428870677947998,350.9518300715419,615.769664211324,1121.6141342096964,298.5213816259503,965.9806986126797,331.1961353584019,891.9788929380012,1329.48940015546,453.8138731233531,981.1310469845434,0.03773951530456543
2,8.114244222640991,8.210531949996948,8.125264644622803,9.956149339675903,8.07059645652771,7.855560302734375,8.079422235488892,9.74668264389038,7.744908571243286,7.912822246551514,150.58252922846125,150.58252922846125,150.58252922846125,150.58252922846125,150.58252922846125,150.58252922846125,150.58252922846125,150.58252922846125,150.58252922846125,150.58252922846125,0.048773765563964844
23,28.531618356704712,18.47113609313965,9.605846166610718,16.362552404403687,33.705174922943115,10.229532480239868,37.45599603652954,12.411785364151001,24.49889874458313,15.747696876525879,432.6010083014738,579.6864990001171,466.0419809021051,260.6052988775884,643.7842534450465,225.33768991054072,237.09237523983964,212.14015603051033,582.7546968266895,498.1084717510275,0.035927772521972656
